beta0,beta1,beta2,beta3
-10.2435335737,-3.985209259,9.9970758279,0.951655786122
-5.65382748481,28.4618179178,-63.3288126426,0.228753968799
-2.89872116963,21.2008871083,-40.5232559194,0.001602024838
-6.14391425366,2.76717517588,2.82038001679,0.485819716579
-4.05794694628,9.21715069503,-17.4281159459,0.238160293331
-0.868071775734,19.5895129489,-41.6568071099,-0.148145555479
-7.35597223008,27.8287516808,-58.9313627926,0.390041126684
-8.35601023312,43.998996853,-100.556996817,0.363683844646
-3.99946206903,9.36570337114,-17.3792329779,0.235314899896
-7.69730104792,17.3483308664,-31.9349846913,0.510223632488
-5.01237002494,14.1733513571,-24.5112819431,0.284850446452
1.30796823453,25.6467888817,-51.22398751,-0.409296722821
-0.769092324036,33.4291285316,-71.1563621516,-0.26966556569
-1.75414029588,30.9230783439,-57.483382203,-0.187231591153
-1.76581591503,23.824997686,-36.5584163488,-0.139423796389
-6.05366656804,11.0553503272,-19.189540241,0.413451339947
-3.69586224721,4.88616800765,1.17012728175,0.226205205545
-11.8048487785,10.5008105983,-22.1933760503,0.954520276564
-4.95843573509,21.1050775393,-42.7072668558,0.204154068379
-6.48634538395,24.1232250844,-55.1414184429,0.357656467676
-4.85853406079,20.0226070174,-40.2313676302,0.209915036817
-6.72062408285,33.0349081188,-81.2486541575,0.308942821188
-1.53088269265,40.3841072842,-93.3584568175,-0.27630651367
-3.8738420359,20.5863625274,-38.7898002537,0.133288338272
-8.37782631453,15.8229503852,-29.8743398511,0.579432568591
-7.74650149762,19.9138449219,-40.1687072086,0.481275364461
-10.1393999494,8.183755411,-20.8626848921,0.850655412079
-8.64573793354,20.8171855098,-45.8903555599,0.586763172836
-2.1557137579,36.7902392262,-81.3275299218,-0.157008652944
-4.95462868676,31.8137658293,-76.085068012,0.148016212059
-6.71754222134,9.12092387124,-10.8816621735,0.475688160728
-12.451210842,21.7057039329,-45.7562194812,0.912344587456
-7.05199584368,15.3865442801,-25.5178664071,0.465809432252
-4.86691164486,39.0938455383,-87.707611549,0.0557710811925
0.6515778058,30.4381497414,-51.9953950242,-0.422579365667
3.14130867881,29.0535638361,-57.4926958091,-0.611132963832
-9.2440093184,31.3648802898,-76.2215711306,0.563208247444
0.18543125624,13.9009599826,-17.4604538453,-0.219194522695
-11.00166837,9.21312923179,-18.4648446223,0.906559984764
-6.74435171482,23.1313188714,-52.3632950147,0.386692562822
-6.31505128502,28.9708473688,-67.196858859,0.290405828399
-5.27521895299,26.3104567689,-51.2731334859,0.185499289341
-11.63917101,7.95526653493,-15.8920449779,0.966726279431
-9.81448968094,17.0971734476,-34.8168339691,0.70962370253
0.280049910605,30.7547142444,-63.7673574001,-0.34527169219
-1.3993035374,17.3388858976,-35.4823408311,-0.0595060405903
-6.84522553615,26.2479112277,-54.2826959027,0.345799149699
-11.6526361633,9.02899352715,-19.1473987183,0.971682610759
-1.04884287417,10.8181664478,-18.7674135831,-0.0451197167393
-4.49551974889,3.82585788643,0.765233982202,0.330306862006
-4.58440526475,15.2670807167,-28.9911832328,0.245730645652
-5.27337378823,29.4868910657,-60.4057416214,0.175422310996
-2.10911740037,36.9937496838,-75.3504694445,-0.212905331664
-5.32453663142,10.0324413166,-14.0984784986,0.350315084113
-4.38788224541,13.7580973167,-16.896938417,0.206228650076
-0.554330213962,16.4496767564,-23.6337645928,-0.16458961695
-11.7419730974,25.6323014916,-55.4059302225,0.817007972488
-8.72391856485,17.3310735293,-36.1891321518,0.597162944714
-10.760612707,8.47322105784,-18.920143488,0.876872208957
-12.6800975762,28.5007276265,-65.4334552282,0.89221931842
3.78931336093,20.7050530908,-36.3091988471,-0.60815347003
1.23255915408,46.0289185177,-95.7021956821,-0.587745727656
-3.90602754492,35.3876844795,-73.3128215602,-0.00825091762143
-3.43961297629,5.7773866557,-8.7438264338,0.223549210624
-9.95461919847,18.429016615,-41.0694718836,0.70775636704
0.133027986175,18.7550748265,-33.0966700338,-0.251303441754
-7.16696748801,25.2421123458,-58.8271619877,0.404415672731
1.67154357344,22.0715464422,-31.3756261807,-0.438609499161
-2.71284882874,15.3306672189,-28.0798675934,0.0393246700647
-0.18100183206,17.0945613079,-31.7510031195,-0.197193686556
-9.19424591379,11.3959392107,-19.8280312564,0.696700657074
-7.38006674624,23.6603725001,-52.2489257313,0.443806559839
-8.73873386016,14.9478935961,-35.9823802534,0.627999639676
-0.655156294564,25.8929687066,-46.0651506303,-0.262261929965
3.15301822474,32.1795412028,-51.9094718322,-0.682113811763
3.00047537113,19.4038361522,-28.5617634927,-0.52976941805
-2.1851260577,13.7763378769,-26.0745603095,0.038765203056
-7.43321771173,17.2373977058,-26.9796611329,0.458557701662
-5.67235607169,17.7916016927,-46.0305163689,0.359773896974
2.63442679653,12.9310761087,-8.97600037687,-0.449099397789
-4.99727837891,7.96898938189,-16.3825229189,0.359979832871
3.55902179424,41.7501681977,-82.8158376968,-0.761794340624
-10.5914195,22.5820037885,-53.1101331558,0.75500188123
-2.83003593564,32.6270260658,-67.7307376032,-0.0842417643
-8.33657369753,26.4488619135,-61.0565240725,0.504390510593
-2.31797355674,16.7727270486,-25.3494728239,-0.0224313153514
-1.84047054938,24.3360154955,-46.4759523818,-0.102518634305
-5.23939341805,27.4140061088,-49.6853033531,0.147975143753
-5.74984811216,24.9767523987,-47.6455140492,0.260030874548
-4.63420104398,28.2588008575,-52.8257952516,0.0929370912495
-13.0157953036,17.4271289213,-33.035234219,0.982223005096
-3.36760069603,13.4650178646,-15.2382599425,0.0991454259885
-5.89486016883,13.2139257407,-25.2439439549,0.393964947542
-4.66518964528,30.130567555,-67.8781074863,0.142355499156
0.509539539126,28.7496522659,-53.7391155508,-0.372713093318
0.00633818501124,37.3394496487,-76.2507128773,-0.38524246871
1.1056093399,31.9063078805,-66.5557855267,-0.441237974026
-5.90296489684,19.1473543736,-43.4157278637,0.343838119656
-6.22593936424,19.4924016425,-39.1151847951,0.351589779352
1.36363712085,22.6054891574,-36.9021377843,-0.408306687745
-3.73520657099,40.4290375331,-82.3381583907,-0.0883703490312
-0.759203121823,34.4628753785,-69.8480392108,-0.289434199597
-5.03659083328,28.3600365145,-54.5655111736,0.132780243324
-4.15945496594,1.28491761641,9.03103813129,0.311760610678
-1.09075890963,32.8731643422,-69.7929095208,-0.24812214136
-9.62829974997,17.9341199984,-40.4416466471,0.703424050895
-0.841251054,23.6383497732,-52.7048863609,-0.179467452275
-5.20557531858,20.1219499978,-48.9286173032,0.28757462451
-11.1917843361,28.9657350099,-69.904511724,0.75300711154
1.94758760132,22.7635364121,-45.6728082809,-0.434105764619
-5.27756363504,32.7700320553,-67.21013938,0.138645475978
-4.84069003865,28.4155427167,-58.9065312503,0.147728552452
-7.50541412392,13.2885206777,-22.4174588813,0.521092108182
1.72864082824,14.5190312857,-25.9402155083,-0.3401353822
-3.96829077279,22.0379426134,-44.2281842804,0.126157600793
5.03843669409,30.0770591773,-53.5745024839,-0.803748129297
-11.3486153576,3.90033990326,0.190814187383,0.956039598205
-5.62288974922,20.7478803822,-33.5083613861,0.260269107544
0.718124406515,42.8811159141,-84.4932913685,-0.535554009594
-11.6415391551,4.8212806874,-7.95237857034,0.999398497766
-8.30817742793,13.6147934609,-25.4537749524,0.612410018361
-10.1882553218,8.06867618879,-15.0716282424,0.836596436226
6.26575305346,38.9024747376,-79.4228752984,-1.00782660997
-6.22369854066,20.5608813178,-41.3337686864,0.333230671449
0.371203953354,32.5520709035,-64.5317308783,-0.400117216142
-0.670146475276,22.3169780195,-43.9074222124,-0.19600962031
-6.49799156715,18.1289475819,-33.2492519456,0.384701787551
-3.05903056324,27.1347622953,-62.183760697,0.02079774754
1.97309216315,28.7067633147,-52.731363289,-0.517753046908
-14.3971650272,9.74431015448,-26.5043091814,1.22894267233
-5.31990058004,30.2038460215,-59.9850289352,0.160507638611
-8.3846019636,15.594530515,-29.4046426424,0.569872827453
-4.12534095292,18.1090695476,-43.2014336437,0.208116264806
2.2934435215,22.2068030354,-34.2127071282,-0.497365558714
-9.33737966783,33.1520722023,-79.5955413387,0.560776161845
-6.19312904392,25.0265623324,-49.2333536341,0.293677229524
-1.31566279443,12.3060423437,-18.8484796973,-0.0393151516917
-0.162398436099,23.9861062335,-46.406910288,-0.258144505058
3.35602628303,28.3439993114,-56.832676361,-0.630088263604
-5.4607976487,28.5303656009,-55.9977353417,0.187852051531
-1.10784439953,25.2412720465,-51.2224974275,-0.176514663479
-4.23951230235,25.23180059,-52.4634743985,0.122705257253
-5.38007025003,24.2805168768,-41.2517753672,0.199346283853
-4.70585410311,17.3691936729,-26.0704339747,0.2086314598
-6.86196449832,10.4072987509,-19.4597694505,0.502437431094
-4.53884812175,26.0219702055,-54.5778186296,0.132637512419
-8.47719275981,17.5842134118,-35.7732649625,0.581816584643
-6.22593020342,2.71903922429,-5.41616719397,0.530449592958
-10.3895008028,19.7525462595,-40.8972690499,0.723382633236
-9.81287331178,-6.24782836578,22.0388058162,0.918426105717
0.210328313896,33.5049695693,-71.6511373457,-0.377641013853
-8.2693921543,8.72399266126,-17.0627930301,0.640671557415
-1.16778577659,39.0542465038,-79.6231575063,-0.319682499232
-6.14766939925,20.9559342418,-46.5181253239,0.339072250564
-3.71937217851,9.5634684514,-13.8345617091,0.200809458883
-2.79777740653,21.336333747,-45.4423442884,0.0227747686487
-9.50336789395,6.14173145033,-9.10138870664,0.792965669267
-4.11214290349,37.5330405406,-76.8806091112,-0.0333659280234
-0.128861375479,17.767842596,-24.3184337021,-0.246268170055
1.12688826715,29.4284537777,-62.2145545982,-0.403836812838
-4.57686002077,29.8001146578,-57.6497934889,0.084678182204
1.03364338896,23.1667127493,-38.105025842,-0.389071267251
-3.21601672977,29.873194662,-57.470062911,-0.0399878946784
0.0454917466341,19.7357207967,-37.7234959742,-0.22939786297
-0.345959543643,24.7018273425,-38.0863022597,-0.282185954058
-3.71344065392,25.7571503739,-58.303912072,0.0850309008638
-6.62746469993,23.3961869214,-53.1722448257,0.361611538227
-1.63541458719,32.5190251932,-64.6254445152,-0.202026624229
-3.86609015653,14.4893861772,-26.956086366,0.177015817277
-10.6240655645,17.5349035054,-40.0343225082,0.786047035336
-3.93918956724,18.4148782396,-35.7467634109,0.158563619907
-13.4619795643,25.1107715817,-56.4022578879,0.992987384353
-9.08441634066,11.2674710906,-21.3769979265,0.69114259552
-9.06834211437,11.3140287519,-26.2410141678,0.707482983447
-9.93610877566,8.96597817511,-15.5147444724,0.802398562717
-5.36822830466,9.94292446374,-11.8491524273,0.340131253575
-0.584541340466,26.7473052369,-54.4781477909,-0.239517966021
-5.98817663642,7.83123201007,-12.2029091644,0.433529450583
-0.179598323738,23.1527156507,-44.3218438491,-0.251970877016
-7.63376713701,14.5696681399,-28.9165406913,0.542671960483
-4.0613488206,10.1025935765,-15.643855397,0.226340461491
-4.0164085812,22.3622616184,-44.0538226351,0.115942014623
-2.09768823347,5.33592851478,-5.65668717387,0.102073750144
-5.95355721886,5.98601289391,-8.49023507831,0.451282817105
2.33602738669,21.0462195952,-30.0132471624,-0.498919934389
-0.878871377586,24.9758787043,-41.0253028463,-0.236782382532
-0.856424151277,24.1334328529,-36.089423944,-0.233678428952
-4.26056754653,24.5048914714,-43.8055396921,0.109258552203
-3.56358427611,35.2327403092,-76.1592703191,-0.029557673134
-12.4268103799,42.8132589858,-100.036476574,0.740111709335
-0.186975504725,34.4137066624,-69.0534659386,-0.364839049076
-4.47324615015,27.3707531473,-58.797085467,0.122602239859
-6.3309729844,16.5501784232,-22.9511626359,0.361992803505
-6.78130102752,16.2887621559,-22.0779601745,0.392632326438
-3.10826069958,22.9538725946,-39.2941840796,0.0144822613356
-12.5421322778,31.1542613282,-73.1593856054,0.865663965041
-4.18438794853,13.8512418359,-26.2299460495,0.221437443357
-11.5570827572,28.0259933982,-60.0927501999,0.787400169561
-5.90872763419,11.6530733854,-18.2123232249,0.381976972195
-0.819596555572,20.6926899909,-37.7120343564,-0.179519963419
-8.2813706337,19.0361238748,-42.944844771,0.575720942822
-9.10394129577,19.4840148939,-47.7742485138,0.657140241196
-3.02121580866,9.87859114308,-10.0659081943,0.125503504895
-4.93271047394,18.5105814647,-36.4119366752,0.242738791094
-2.46862792965,17.3543163067,-34.0366798034,0.0153492150777
-1.21544911931,28.1737269715,-53.7217505417,-0.211478219476
-3.47618795481,41.7772226467,-88.6597445222,-0.102783883101
-12.966896585,16.8696207716,-40.2624749315,1.04540008378
-9.78906461766,0.400045042282,5.17157247238,0.84430877566
-3.40482283637,28.3518088442,-54.2039212659,-0.0198198315774
2.37141689008,25.7505745064,-44.4607173976,-0.541420114253
-3.48491304583,2.54950752193,6.37271482637,0.240361821406
-6.73589731025,25.126618217,-59.3592160159,0.3805624508
-3.4416565274,29.2094684045,-57.2618624539,-0.0054443569303
1.06601862382,3.29621488053,7.58754200511,-0.210466578122
-1.50129291405,23.5545795509,-49.0948620036,-0.111640302628
-9.20809221117,26.4935908753,-56.7378105896,0.566080405925
3.74638484235,11.2445446881,-2.05943674218,-0.557065691433
-5.33589047006,12.0166269653,-15.8318418076,0.306174036262
-3.44308416262,16.6981526861,-28.5815011021,0.104376200107
-3.34418465829,9.67135834192,-15.0700868533,0.170173710379
