parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,Z,LOG_STELLAR_MASS
prob05[113],0.389,0.003,0.101,0.191,0.316,0.392,0.465,0.571,876.0,1.002,0.2806268965517241,9.206896551724139
prob05[114],0.389,0.003,0.101,0.19,0.316,0.392,0.465,0.571,878.0,1.002,0.2902944827586207,9.206896551724139
prob05[115],0.389,0.003,0.101,0.19,0.316,0.392,0.465,0.571,880.0,1.002,0.29996206896551725,9.206896551724139
prob05[116],0.389,0.003,0.101,0.189,0.316,0.391,0.465,0.571,882.0,1.002,0.3096296551724138,9.206896551724139
prob05[117],0.389,0.003,0.102,0.189,0.316,0.391,0.465,0.57,884.0,1.002,0.3192972413793103,9.206896551724139
prob05[118],0.389,0.003,0.102,0.188,0.315,0.391,0.465,0.57,886.0,1.002,0.3289648275862069,9.206896551724139
prob05[119],0.388,0.003,0.102,0.188,0.315,0.391,0.465,0.57,889.0,1.002,0.33863241379310344,9.206896551724139
prob05[120],0.388,0.003,0.102,0.188,0.315,0.391,0.465,0.571,892.0,1.002,0.3483,9.206896551724139
prob05[121],0.395,0.003,0.096,0.206,0.327,0.399,0.466,0.567,847.0,1.002,0.06794,9.275862068965518
prob05[122],0.395,0.003,0.096,0.206,0.326,0.399,0.466,0.567,847.0,1.002,0.07760758620689655,9.275862068965518
prob05[123],0.395,0.003,0.096,0.206,0.326,0.398,0.466,0.567,847.0,1.002,0.0872751724137931,9.275862068965518
prob05[124],0.395,0.003,0.096,0.206,0.326,0.398,0.466,0.567,847.0,1.002,0.09694275862068966,9.275862068965518
prob05[125],0.395,0.003,0.096,0.205,0.326,0.398,0.466,0.566,848.0,1.002,0.1066103448275862,9.275862068965518
prob05[126],0.395,0.003,0.096,0.206,0.326,0.398,0.466,0.566,848.0,1.002,0.11627793103448275,9.275862068965518
prob05[127],0.395,0.003,0.096,0.205,0.326,0.398,0.466,0.566,848.0,1.002,0.1259455172413793,9.275862068965518
prob05[128],0.394,0.003,0.096,0.205,0.326,0.398,0.465,0.566,849.0,1.002,0.13561310344827587,9.275862068965518
prob05[129],0.394,0.003,0.096,0.205,0.325,0.397,0.466,0.566,849.0,1.002,0.1452806896551724,9.275862068965518
prob05[130],0.394,0.003,0.096,0.205,0.325,0.397,0.465,0.566,850.0,1.002,0.15494827586206894,9.275862068965518
prob05[131],0.394,0.003,0.096,0.204,0.325,0.397,0.466,0.566,851.0,1.002,0.1646158620689655,9.275862068965518
prob05[132],0.394,0.003,0.096,0.204,0.325,0.397,0.466,0.565,852.0,1.002,0.17428344827586206,9.275862068965518
prob05[133],0.394,0.003,0.096,0.204,0.325,0.397,0.466,0.565,853.0,1.002,0.18395103448275862,9.275862068965518
prob05[134],0.394,0.003,0.096,0.203,0.325,0.397,0.466,0.565,854.0,1.002,0.19361862068965516,9.275862068965518
prob05[135],0.394,0.003,0.097,0.203,0.324,0.397,0.466,0.566,855.0,1.002,0.20328620689655172,9.275862068965518
prob05[136],0.393,0.003,0.097,0.203,0.324,0.396,0.466,0.566,856.0,1.002,0.21295379310344825,9.275862068965518
prob05[137],0.393,0.003,0.097,0.202,0.324,0.396,0.466,0.566,857.0,1.002,0.2226213793103448,9.275862068965518
prob05[138],0.393,0.003,0.097,0.202,0.324,0.396,0.466,0.565,859.0,1.002,0.23228896551724137,9.275862068965518
prob05[139],0.393,0.003,0.097,0.201,0.323,0.396,0.466,0.565,860.0,1.002,0.2419565517241379,9.275862068965518
prob05[140],0.393,0.003,0.097,0.201,0.323,0.396,0.466,0.566,862.0,1.002,0.25162413793103444,9.275862068965518
prob05[141],0.393,0.003,0.097,0.2,0.323,0.396,0.465,0.566,864.0,1.002,0.261291724137931,9.275862068965518
prob05[142],0.393,0.003,0.097,0.2,0.323,0.396,0.465,0.566,865.0,1.002,0.27095931034482756,9.275862068965518
prob05[143],0.393,0.003,0.097,0.2,0.323,0.396,0.465,0.565,867.0,1.002,0.2806268965517241,9.275862068965518
prob05[144],0.392,0.003,0.097,0.2,0.322,0.396,0.465,0.565,869.0,1.002,0.2902944827586207,9.275862068965518
prob05[145],0.392,0.003,0.098,0.199,0.322,0.395,0.466,0.565,872.0,1.002,0.29996206896551725,9.275862068965518
prob05[146],0.392,0.003,0.098,0.198,0.322,0.395,0.466,0.565,874.0,1.002,0.3096296551724138,9.275862068965518
prob05[147],0.392,0.003,0.098,0.198,0.322,0.395,0.466,0.565,877.0,1.002,0.3192972413793103,9.275862068965518
prob05[148],0.392,0.003,0.098,0.197,0.322,0.395,0.466,0.565,879.0,1.002,0.3289648275862069,9.275862068965518
prob05[149],0.392,0.003,0.098,0.196,0.321,0.395,0.466,0.565,882.0,1.002,0.33863241379310344,9.275862068965518
prob05[150],0.392,0.003,0.098,0.196,0.321,0.394,0.466,0.565,885.0,1.002,0.3483,9.275862068965518
prob05[151],0.399,0.003,0.092,0.216,0.333,0.402,0.467,0.561,838.0,1.002,0.06794,9.344827586206897
prob05[152],0.398,0.003,0.092,0.216,0.333,0.402,0.467,0.561,838.0,1.002,0.07760758620689655,9.344827586206897
prob05[153],0.398,0.003,0.092,0.216,0.333,0.402,0.467,0.561,838.0,1.002,0.0872751724137931,9.344827586206897
prob05[154],0.398,0.003,0.092,0.216,0.333,0.402,0.467,0.561,838.0,1.002,0.09694275862068966,9.344827586206897
prob05[155],0.398,0.003,0.092,0.215,0.333,0.402,0.467,0.561,838.0,1.002,0.1066103448275862,9.344827586206897
prob05[156],0.398,0.003,0.092,0.215,0.332,0.402,0.467,0.561,838.0,1.002,0.11627793103448275,9.344827586206897
prob05[157],0.398,0.003,0.092,0.215,0.332,0.402,0.466,0.561,839.0,1.002,0.1259455172413793,9.344827586206897
prob05[158],0.398,0.003,0.092,0.215,0.332,0.401,0.466,0.561,839.0,1.002,0.13561310344827587,9.344827586206897
prob05[159],0.398,0.003,0.092,0.215,0.332,0.401,0.466,0.561,840.0,1.002,0.1452806896551724,9.344827586206897
prob05[160],0.398,0.003,0.092,0.214,0.332,0.401,0.466,0.561,841.0,1.002,0.15494827586206894,9.344827586206897
prob05[161],0.397,0.003,0.092,0.214,0.332,0.401,0.466,0.561,841.0,1.002,0.1646158620689655,9.344827586206897
prob05[162],0.397,0.003,0.092,0.214,0.332,0.401,0.466,0.561,842.0,1.002,0.17428344827586206,9.344827586206897
prob05[163],0.397,0.003,0.093,0.213,0.331,0.401,0.466,0.561,843.0,1.002,0.18395103448275862,9.344827586206897
prob05[164],0.397,0.003,0.093,0.212,0.331,0.401,0.466,0.561,844.0,1.002,0.19361862068965516,9.344827586206897
prob05[165],0.397,0.003,0.093,0.212,0.331,0.4,0.466,0.561,846.0,1.002,0.20328620689655172,9.344827586206897
prob05[166],0.397,0.003,0.093,0.211,0.331,0.4,0.467,0.56,847.0,1.002,0.21295379310344825,9.344827586206897
prob05[167],0.397,0.003,0.093,0.211,0.331,0.4,0.467,0.56,848.0,1.002,0.2226213793103448,9.344827586206897
prob05[168],0.397,0.003,0.093,0.211,0.331,0.4,0.467,0.56,850.0,1.002,0.23228896551724137,9.344827586206897
prob05[169],0.396,0.003,0.093,0.211,0.33,0.4,0.467,0.56,852.0,1.002,0.2419565517241379,9.344827586206897
prob05[170],0.396,0.003,0.093,0.21,0.33,0.4,0.466,0.56,853.0,1.002,0.25162413793103444,9.344827586206897
prob05[171],0.396,0.003,0.093,0.21,0.33,0.4,0.466,0.56,855.0,1.002,0.261291724137931,9.344827586206897
prob05[172],0.396,0.003,0.093,0.209,0.329,0.399,0.466,0.56,857.0,1.002,0.27095931034482756,9.344827586206897
prob05[173],0.396,0.003,0.093,0.209,0.329,0.399,0.466,0.56,860.0,1.002,0.2806268965517241,9.344827586206897
prob05[174],0.396,0.003,0.094,0.208,0.329,0.399,0.466,0.56,862.0,1.002,0.2902944827586207,9.344827586206897
prob05[175],0.396,0.003,0.094,0.208,0.329,0.399,0.466,0.559,864.0,1.002,0.29996206896551725,9.344827586206897
prob05[176],0.396,0.003,0.094,0.207,0.328,0.399,0.466,0.559,867.0,1.002,0.3096296551724138,9.344827586206897
prob05[177],0.395,0.003,0.094,0.207,0.328,0.399,0.466,0.56,870.0,1.002,0.3192972413793103,9.344827586206897
prob05[178],0.395,0.003,0.094,0.206,0.328,0.399,0.466,0.56,872.0,1.002,0.3289648275862069,9.344827586206897
prob05[179],0.395,0.003,0.094,0.206,0.328,0.398,0.466,0.56,875.0,1.002,0.33863241379310344,9.344827586206897
prob05[180],0.395,0.003,0.094,0.205,0.327,0.398,0.466,0.56,879.0,1.002,0.3483,9.344827586206897
prob05[181],0.402,0.003,0.088,0.225,0.34,0.406,0.468,0.556,829.0,1.002,0.06794,9.413793103448276
prob05[182],0.402,0.003,0.088,0.225,0.34,0.406,0.468,0.556,829.0,1.002,0.07760758620689655,9.413793103448276
prob05[183],0.402,0.003,0.088,0.225,0.339,0.406,0.467,0.556,829.0,1.002,0.0872751724137931,9.413793103448276
prob05[184],0.402,0.003,0.088,0.225,0.339,0.406,0.467,0.556,829.0,1.002,0.09694275862068966,9.413793103448276
prob05[185],0.402,0.003,0.088,0.224,0.339,0.406,0.467,0.556,829.0,1.002,0.1066103448275862,9.413793103448276
prob05[186],0.401,0.003,0.088,0.224,0.339,0.405,0.467,0.556,829.0,1.002,0.11627793103448275,9.413793103448276
prob05[187],0.401,0.003,0.088,0.224,0.339,0.405,0.467,0.556,829.0,1.002,0.1259455172413793,9.413793103448276
prob05[188],0.401,0.003,0.088,0.223,0.339,0.405,0.467,0.556,830.0,1.002,0.13561310344827587,9.413793103448276
prob05[189],0.401,0.003,0.088,0.223,0.339,0.405,0.467,0.556,830.0,1.002,0.1452806896551724,9.413793103448276
prob05[190],0.401,0.003,0.088,0.223,0.339,0.405,0.467,0.555,831.0,1.002,0.15494827586206894,9.413793103448276
prob05[191],0.401,0.003,0.088,0.222,0.338,0.405,0.467,0.555,832.0,1.002,0.1646158620689655,9.413793103448276
prob05[192],0.401,0.003,0.089,0.222,0.338,0.405,0.467,0.555,833.0,1.002,0.17428344827586206,9.413793103448276
prob05[193],0.401,0.003,0.089,0.222,0.338,0.404,0.467,0.555,834.0,1.002,0.18395103448275862,9.413793103448276
prob05[194],0.4,0.003,0.089,0.222,0.338,0.404,0.467,0.555,835.0,1.002,0.19361862068965516,9.413793103448276
prob05[195],0.4,0.003,0.089,0.222,0.338,0.404,0.467,0.555,837.0,1.002,0.20328620689655172,9.413793103448276
prob05[196],0.4,0.003,0.089,0.221,0.337,0.404,0.467,0.555,838.0,1.002,0.21295379310344825,9.413793103448276
prob05[197],0.4,0.003,0.089,0.221,0.337,0.404,0.467,0.555,840.0,1.002,0.2226213793103448,9.413793103448276
prob05[198],0.4,0.003,0.089,0.221,0.337,0.404,0.467,0.555,842.0,1.002,0.23228896551724137,9.413793103448276
prob05[199],0.4,0.003,0.089,0.22,0.337,0.404,0.467,0.555,843.0,1.002,0.2419565517241379,9.413793103448276
prob05[200],0.4,0.003,0.089,0.22,0.337,0.404,0.467,0.555,845.0,1.002,0.25162413793103444,9.413793103448276
prob05[201],0.4,0.003,0.089,0.219,0.336,0.403,0.467,0.555,847.0,1.002,0.261291724137931,9.413793103448276
prob05[202],0.399,0.003,0.089,0.218,0.336,0.403,0.467,0.555,850.0,1.002,0.27095931034482756,9.413793103448276
prob05[203],0.399,0.003,0.09,0.218,0.336,0.403,0.467,0.555,852.0,1.002,0.2806268965517241,9.413793103448276
prob05[204],0.399,0.003,0.09,0.217,0.336,0.403,0.467,0.555,854.0,1.002,0.2902944827586207,9.413793103448276
prob05[205],0.399,0.003,0.09,0.217,0.335,0.403,0.467,0.555,857.0,1.002,0.29996206896551725,9.413793103448276
prob05[206],0.399,0.003,0.09,0.216,0.335,0.403,0.467,0.555,860.0,1.002,0.3096296551724138,9.413793103448276
prob05[207],0.399,0.003,0.09,0.216,0.335,0.403,0.467,0.555,863.0,1.002,0.3192972413793103,9.413793103448276
prob05[208],0.399,0.003,0.09,0.215,0.335,0.402,0.467,0.556,866.0,1.002,0.3289648275862069,9.413793103448276
prob05[209],0.399,0.003,0.09,0.215,0.334,0.402,0.467,0.555,869.0,1.002,0.33863241379310344,9.413793103448276
prob05[210],0.398,0.003,0.091,0.214,0.334,0.402,0.467,0.556,873.0,1.002,0.3483,9.413793103448276
prob05[211],0.406,0.003,0.084,0.235,0.346,0.41,0.469,0.551,821.0,1.002,0.06794,9.482758620689655
prob05[212],0.405,0.003,0.084,0.235,0.346,0.41,0.469,0.551,821.0,1.002,0.07760758620689655,9.482758620689655
prob05[213],0.405,0.003,0.084,0.235,0.346,0.409,0.468,0.551,820.0,1.002,0.0872751724137931,9.482758620689655
prob05[214],0.405,0.003,0.084,0.235,0.346,0.41,0.468,0.551,820.0,1.002,0.09694275862068966,9.482758620689655
prob05[215],0.405,0.003,0.084,0.234,0.346,0.409,0.468,0.551,820.0,1.002,0.1066103448275862,9.482758620689655
prob05[216],0.405,0.003,0.084,0.234,0.346,0.409,0.468,0.551,821.0,1.002,0.11627793103448275,9.482758620689655
prob05[217],0.405,0.003,0.084,0.233,0.346,0.409,0.468,0.551,821.0,1.002,0.1259455172413793,9.482758620689655
prob05[218],0.405,0.003,0.084,0.233,0.345,0.409,0.468,0.551,821.0,1.002,0.13561310344827587,9.482758620689655
prob05[219],0.405,0.003,0.084,0.233,0.345,0.409,0.468,0.551,822.0,1.002,0.1452806896551724,9.482758620689655
prob05[220],0.404,0.003,0.085,0.233,0.345,0.409,0.468,0.551,823.0,1.002,0.15494827586206894,9.482758620689655
prob05[221],0.404,0.003,0.085,0.232,0.345,0.409,0.468,0.55,823.0,1.002,0.1646158620689655,9.482758620689655
prob05[222],0.404,0.003,0.085,0.232,0.345,0.408,0.468,0.55,824.0,1.002,0.17428344827586206,9.482758620689655
prob05[223],0.404,0.003,0.085,0.232,0.345,0.408,0.468,0.55,826.0,1.002,0.18395103448275862,9.482758620689655
prob05[224],0.404,0.003,0.085,0.232,0.344,0.408,0.468,0.55,827.0,1.002,0.19361862068965516,9.482758620689655
prob05[225],0.404,0.003,0.085,0.232,0.344,0.408,0.468,0.55,828.0,1.002,0.20328620689655172,9.482758620689655
prob05[226],0.404,0.003,0.085,0.231,0.344,0.408,0.468,0.55,830.0,1.002,0.21295379310344825,9.482758620689655
prob05[227],0.404,0.003,0.085,0.231,0.344,0.407,0.468,0.55,832.0,1.002,0.2226213793103448,9.482758620689655
prob05[228],0.403,0.003,0.085,0.23,0.343,0.407,0.468,0.55,834.0,1.002,0.23228896551724137,9.482758620689655
prob05[229],0.403,0.003,0.085,0.23,0.343,0.407,0.468,0.549,835.0,1.002,0.2419565517241379,9.482758620689655
prob05[230],0.403,0.003,0.085,0.229,0.343,0.407,0.468,0.55,838.0,1.002,0.25162413793103444,9.482758620689655
prob05[231],0.403,0.003,0.086,0.229,0.343,0.407,0.468,0.55,840.0,1.002,0.261291724137931,9.482758620689655
prob05[232],0.403,0.003,0.086,0.228,0.343,0.407,0.468,0.55,842.0,1.002,0.27095931034482756,9.482758620689655
prob05[233],0.403,0.003,0.086,0.228,0.342,0.407,0.468,0.55,845.0,1.002,0.2806268965517241,9.482758620689655
prob05[234],0.403,0.003,0.086,0.227,0.342,0.407,0.468,0.55,847.0,1.002,0.2902944827586207,9.482758620689655
prob05[235],0.403,0.003,0.086,0.227,0.342,0.407,0.468,0.551,850.0,1.002,0.29996206896551725,9.482758620689655
prob05[236],0.402,0.003,0.086,0.226,0.342,0.407,0.468,0.55,853.0,1.002,0.3096296551724138,9.482758620689655
prob05[237],0.402,0.003,0.086,0.225,0.341,0.407,0.467,0.551,857.0,1.002,0.3192972413793103,9.482758620689655
prob05[238],0.402,0.003,0.087,0.224,0.341,0.406,0.467,0.55,860.0,1.002,0.3289648275862069,9.482758620689655
prob05[239],0.402,0.003,0.087,0.224,0.341,0.406,0.468,0.551,863.0,1.002,0.33863241379310344,9.482758620689655
prob05[240],0.402,0.003,0.087,0.224,0.341,0.406,0.468,0.551,867.0,1.002,0.3483,9.482758620689655
prob05[241],0.409,0.003,0.08,0.245,0.353,0.414,0.47,0.547,814.0,1.002,0.06794,9.551724137931034
prob05[242],0.409,0.003,0.08,0.245,0.353,0.413,0.47,0.546,813.0,1.002,0.07760758620689655,9.551724137931034
prob05[243],0.409,0.003,0.08,0.245,0.353,0.413,0.469,0.546,813.0,1.002,0.0872751724137931,9.551724137931034
prob05[244],0.409,0.003,0.08,0.244,0.353,0.413,0.469,0.546,813.0,1.002,0.09694275862068966,9.551724137931034
prob05[245],0.409,0.003,0.08,0.244,0.352,0.413,0.469,0.546,813.0,1.002,0.1066103448275862,9.551724137931034
prob05[246],0.408,0.003,0.08,0.244,0.352,0.413,0.469,0.546,813.0,1.002,0.11627793103448275,9.551724137931034
prob05[247],0.408,0.003,0.08,0.243,0.352,0.413,0.469,0.546,813.0,1.002,0.1259455172413793,9.551724137931034
prob05[248],0.408,0.003,0.081,0.243,0.352,0.413,0.469,0.546,814.0,1.002,0.13561310344827587,9.551724137931034
prob05[249],0.408,0.003,0.081,0.243,0.352,0.413,0.469,0.546,815.0,1.002,0.1452806896551724,9.551724137931034
prob05[250],0.408,0.003,0.081,0.243,0.352,0.413,0.469,0.546,815.0,1.002,0.15494827586206894,9.551724137931034
prob05[251],0.408,0.003,0.081,0.243,0.352,0.412,0.469,0.545,816.0,1.002,0.1646158620689655,9.551724137931034
prob05[252],0.408,0.003,0.081,0.243,0.352,0.412,0.469,0.545,817.0,1.002,0.17428344827586206,9.551724137931034
prob05[253],0.408,0.003,0.081,0.242,0.351,0.412,0.469,0.545,818.0,1.002,0.18395103448275862,9.551724137931034
prob05[254],0.408,0.003,0.081,0.241,0.351,0.412,0.469,0.545,819.0,1.002,0.19361862068965516,9.551724137931034
prob05[255],0.407,0.003,0.081,0.241,0.351,0.412,0.469,0.546,821.0,1.002,0.20328620689655172,9.551724137931034
prob05[256],0.407,0.003,0.081,0.241,0.351,0.411,0.469,0.546,822.0,1.002,0.21295379310344825,9.551724137931034
prob05[257],0.407,0.003,0.081,0.24,0.35,0.411,0.469,0.546,824.0,1.002,0.2226213793103448,9.551724137931034
prob05[258],0.407,0.003,0.081,0.24,0.35,0.411,0.468,0.546,826.0,1.002,0.23228896551724137,9.551724137931034
prob05[259],0.407,0.003,0.081,0.239,0.35,0.411,0.469,0.546,828.0,1.002,0.2419565517241379,9.551724137931034
prob05[260],0.407,0.003,0.082,0.239,0.35,0.411,0.469,0.546,830.0,1.002,0.25162413793103444,9.551724137931034
prob05[261],0.407,0.003,0.082,0.239,0.349,0.411,0.468,0.546,833.0,1.002,0.261291724137931,9.551724137931034
prob05[262],0.406,0.003,0.082,0.238,0.349,0.411,0.468,0.546,835.0,1.002,0.27095931034482756,9.551724137931034
prob05[263],0.406,0.003,0.082,0.237,0.349,0.411,0.468,0.546,838.0,1.002,0.2806268965517241,9.551724137931034
prob05[264],0.406,0.003,0.082,0.237,0.349,0.411,0.468,0.545,841.0,1.002,0.2902944827586207,9.551724137931034
prob05[265],0.406,0.003,0.082,0.236,0.348,0.41,0.468,0.545,844.0,1.002,0.29996206896551725,9.551724137931034
prob05[266],0.406,0.003,0.082,0.236,0.348,0.41,0.468,0.546,848.0,1.002,0.3096296551724138,9.551724137931034
prob05[267],0.406,0.003,0.083,0.235,0.348,0.41,0.468,0.546,851.0,1.002,0.3192972413793103,9.551724137931034
prob05[268],0.406,0.003,0.083,0.235,0.348,0.41,0.468,0.546,855.0,1.002,0.3289648275862069,9.551724137931034
prob05[269],0.406,0.003,0.083,0.234,0.348,0.41,0.468,0.546,859.0,1.002,0.33863241379310344,9.551724137931034
prob05[270],0.405,0.003,0.083,0.233,0.347,0.41,0.468,0.546,863.0,1.002,0.3483,9.551724137931034
prob05[271],0.413,0.003,0.076,0.255,0.36,0.417,0.47,0.542,807.0,1.002,0.06794,9.620689655172415
prob05[272],0.413,0.003,0.076,0.255,0.36,0.417,0.47,0.542,807.0,1.002,0.07760758620689655,9.620689655172415
prob05[273],0.412,0.003,0.076,0.255,0.36,0.417,0.47,0.542,807.0,1.002,0.0872751724137931,9.620689655172415
prob05[274],0.412,0.003,0.076,0.255,0.36,0.417,0.47,0.542,807.0,1.002,0.09694275862068966,9.620689655172415
prob05[275],0.412,0.003,0.076,0.255,0.359,0.417,0.47,0.542,807.0,1.002,0.1066103448275862,9.620689655172415
prob05[276],0.412,0.003,0.077,0.254,0.359,0.417,0.47,0.541,807.0,1.002,0.11627793103448275,9.620689655172415
prob05[277],0.412,0.003,0.077,0.254,0.359,0.417,0.47,0.541,807.0,1.002,0.1259455172413793,9.620689655172415
prob05[278],0.412,0.003,0.077,0.254,0.359,0.417,0.47,0.542,808.0,1.002,0.13561310344827587,9.620689655172415
prob05[279],0.412,0.003,0.077,0.253,0.359,0.416,0.47,0.542,808.0,1.002,0.1452806896551724,9.620689655172415
prob05[280],0.412,0.003,0.077,0.253,0.358,0.416,0.47,0.542,809.0,1.002,0.15494827586206894,9.620689655172415
prob05[281],0.411,0.003,0.077,0.253,0.358,0.416,0.47,0.542,810.0,1.002,0.1646158620689655,9.620689655172415
prob05[282],0.411,0.003,0.077,0.252,0.358,0.416,0.47,0.542,811.0,1.002,0.17428344827586206,9.620689655172415
prob05[283],0.411,0.003,0.077,0.252,0.358,0.416,0.47,0.542,812.0,1.002,0.18395103448275862,9.620689655172415
prob05[284],0.411,0.003,0.077,0.251,0.358,0.416,0.47,0.542,813.0,1.002,0.19361862068965516,9.620689655172415
prob05[285],0.411,0.003,0.077,0.25,0.358,0.416,0.47,0.542,815.0,1.002,0.20328620689655172,9.620689655172415
prob05[286],0.411,0.003,0.077,0.25,0.357,0.415,0.469,0.542,816.0,1.002,0.21295379310344825,9.620689655172415
prob05[287],0.411,0.003,0.077,0.25,0.357,0.415,0.469,0.542,818.0,1.002,0.2226213793103448,9.620689655172415
prob05[288],0.411,0.003,0.077,0.249,0.357,0.415,0.469,0.542,820.0,1.002,0.23228896551724137,9.620689655172415
prob05[289],0.41,0.003,0.078,0.249,0.357,0.415,0.469,0.542,822.0,1.002,0.2419565517241379,9.620689655172415
prob05[290],0.41,0.003,0.078,0.249,0.357,0.415,0.469,0.542,825.0,1.002,0.25162413793103444,9.620689655172415
prob05[291],0.41,0.003,0.078,0.248,0.356,0.415,0.469,0.542,827.0,1.002,0.261291724137931,9.620689655172415
prob05[292],0.41,0.003,0.078,0.248,0.356,0.415,0.469,0.542,830.0,1.002,0.27095931034482756,9.620689655172415
prob05[293],0.41,0.003,0.078,0.247,0.356,0.415,0.47,0.542,833.0,1.002,0.2806268965517241,9.620689655172415
prob05[294],0.41,0.003,0.078,0.247,0.356,0.415,0.469,0.542,836.0,1.002,0.2902944827586207,9.620689655172415
prob05[295],0.41,0.003,0.078,0.246,0.356,0.414,0.47,0.542,840.0,1.002,0.29996206896551725,9.620689655172415
prob05[296],0.41,0.003,0.079,0.246,0.355,0.414,0.47,0.542,843.0,1.002,0.3096296551724138,9.620689655172415
prob05[297],0.409,0.003,0.079,0.245,0.355,0.414,0.47,0.542,847.0,1.002,0.3192972413793103,9.620689655172415
prob05[298],0.409,0.003,0.079,0.244,0.355,0.414,0.47,0.543,851.0,1.002,0.3289648275862069,9.620689655172415
prob05[299],0.409,0.003,0.079,0.243,0.355,0.414,0.47,0.543,855.0,1.002,0.33863241379310344,9.620689655172415
prob05[300],0.409,0.003,0.079,0.243,0.354,0.414,0.47,0.543,860.0,1.002,0.3483,9.620689655172415
prob05[301],0.416,0.003,0.073,0.265,0.366,0.422,0.471,0.538,803.0,1.002,0.06794,9.689655172413794
prob05[302],0.416,0.003,0.073,0.265,0.366,0.422,0.471,0.538,803.0,1.002,0.07760758620689655,9.689655172413794
prob05[303],0.416,0.003,0.073,0.265,0.366,0.421,0.471,0.538,802.0,1.002,0.0872751724137931,9.689655172413794
prob05[304],0.416,0.003,0.073,0.265,0.366,0.421,0.471,0.538,802.0,1.002,0.09694275862068966,9.689655172413794
prob05[305],0.416,0.003,0.073,0.264,0.366,0.421,0.471,0.538,802.0,1.002,0.1066103448275862,9.689655172413794
prob05[306],0.416,0.003,0.073,0.264,0.366,0.421,0.471,0.538,802.0,1.002,0.11627793103448275,9.689655172413794
prob05[307],0.416,0.003,0.073,0.264,0.366,0.421,0.471,0.538,802.0,1.002,0.1259455172413793,9.689655172413794
prob05[308],0.416,0.003,0.073,0.263,0.365,0.421,0.471,0.537,803.0,1.002,0.13561310344827587,9.689655172413794
prob05[309],0.415,0.003,0.073,0.263,0.365,0.421,0.471,0.537,803.0,1.002,0.1452806896551724,9.689655172413794
prob05[310],0.415,0.003,0.073,0.263,0.365,0.42,0.471,0.537,804.0,1.002,0.15494827586206894,9.689655172413794
prob05[311],0.415,0.003,0.073,0.263,0.365,0.42,0.471,0.538,805.0,1.002,0.1646158620689655,9.689655172413794
prob05[312],0.415,0.003,0.073,0.262,0.365,0.42,0.471,0.538,806.0,1.002,0.17428344827586206,9.689655172413794
prob05[313],0.415,0.003,0.073,0.262,0.364,0.42,0.471,0.537,807.0,1.002,0.18395103448275862,9.689655172413794
prob05[314],0.415,0.003,0.073,0.261,0.364,0.42,0.471,0.538,809.0,1.002,0.19361862068965516,9.689655172413794
prob05[315],0.415,0.003,0.073,0.261,0.364,0.419,0.471,0.538,810.0,1.002,0.20328620689655172,9.689655172413794
prob05[316],0.414,0.003,0.073,0.261,0.364,0.419,0.471,0.538,812.0,1.002,0.21295379310344825,9.689655172413794
prob05[317],0.414,0.003,0.074,0.26,0.364,0.419,0.471,0.538,814.0,1.002,0.2226213793103448,9.689655172413794
prob05[318],0.414,0.003,0.074,0.26,0.364,0.419,0.47,0.538,816.0,1.002,0.23228896551724137,9.689655172413794
prob05[319],0.414,0.003,0.074,0.26,0.364,0.419,0.47,0.538,819.0,1.002,0.2419565517241379,9.689655172413794
prob05[320],0.414,0.003,0.074,0.259,0.363,0.419,0.47,0.538,821.0,1.002,0.25162413793103444,9.689655172413794
prob05[321],0.414,0.003,0.074,0.259,0.363,0.419,0.47,0.538,824.0,1.002,0.261291724137931,9.689655172413794
prob05[322],0.414,0.003,0.074,0.258,0.363,0.419,0.47,0.538,827.0,1.002,0.27095931034482756,9.689655172413794
prob05[323],0.414,0.003,0.074,0.258,0.363,0.418,0.471,0.538,830.0,1.002,0.2806268965517241,9.689655172413794
prob05[324],0.413,0.003,0.075,0.257,0.362,0.418,0.47,0.538,834.0,1.002,0.2902944827586207,9.689655172413794
prob05[325],0.413,0.003,0.075,0.256,0.362,0.418,0.471,0.538,837.0,1.002,0.29996206896551725,9.689655172413794
prob05[326],0.413,0.003,0.075,0.256,0.362,0.418,0.471,0.538,841.0,1.002,0.3096296551724138,9.689655172413794
prob05[327],0.413,0.003,0.075,0.255,0.362,0.418,0.471,0.538,845.0,1.002,0.3192972413793103,9.689655172413794
prob05[328],0.413,0.003,0.075,0.254,0.362,0.418,0.471,0.538,850.0,1.002,0.3289648275862069,9.689655172413794
prob05[329],0.413,0.003,0.076,0.254,0.362,0.418,0.471,0.539,854.0,1.002,0.33863241379310344,9.689655172413794
prob05[330],0.413,0.003,0.076,0.253,0.361,0.418,0.471,0.539,859.0,1.002,0.3483,9.689655172413794
prob05[331],0.42,0.002,0.069,0.275,0.373,0.426,0.472,0.535,801.0,1.002,0.06794,9.758620689655173
prob05[332],0.42,0.002,0.069,0.275,0.373,0.425,0.472,0.534,801.0,1.002,0.07760758620689655,9.758620689655173
prob05[333],0.42,0.002,0.069,0.275,0.373,0.425,0.472,0.534,800.0,1.002,0.0872751724137931,9.758620689655173
prob05[334],0.42,0.002,0.069,0.275,0.373,0.425,0.472,0.534,800.0,1.002,0.09694275862068966,9.758620689655173
