parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,Z,LOG_STELLAR_MASS
prob02[503],0.458,7.41e-4,0.041,0.373,0.431,0.46,0.486,0.533,3044,1.001,0.2806268965517241,10.10344827586207
prob02[504],0.458,7.39e-4,0.041,0.372,0.431,0.46,0.486,0.534,3102,1.001,0.2902944827586207,10.10344827586207
prob02[505],0.457,7.37e-4,0.041,0.371,0.431,0.46,0.486,0.534,3165,1.001,0.29996206896551725,10.10344827586207
prob02[506],0.457,7.35e-4,0.042,0.371,0.43,0.46,0.486,0.535,3232,1.001,0.3096296551724138,10.10344827586207
prob02[507],0.457,7.32e-4,0.042,0.37,0.43,0.459,0.486,0.535,3303,1.001,0.3192972413793103,10.10344827586207
prob02[508],0.457,7.3e-4,0.042,0.369,0.43,0.459,0.486,0.535,3378,1.001,0.3289648275862069,10.10344827586207
prob02[509],0.457,7.27e-4,0.043,0.368,0.43,0.459,0.486,0.536,3459,1.001,0.33863241379310344,10.10344827586207
prob02[510],0.457,7.24e-4,0.043,0.366,0.429,0.459,0.486,0.536,3549,1.001,0.3483,10.10344827586207
prob02[511],0.462,6.38e-4,0.037,0.386,0.438,0.465,0.488,0.529,3292,1.001,0.06794,10.172413793103448
prob02[512],0.462,6.38e-4,0.037,0.386,0.438,0.465,0.487,0.529,3290,1.001,0.07760758620689655,10.172413793103448
prob02[513],0.462,6.37e-4,0.037,0.386,0.438,0.464,0.487,0.529,3291,1.001,0.0872751724137931,10.172413793103448
prob02[514],0.462,6.36e-4,0.037,0.386,0.438,0.464,0.487,0.529,3294,1.001,0.09694275862068966,10.172413793103448
prob02[515],0.462,6.36e-4,0.037,0.386,0.438,0.464,0.487,0.529,3300,1.001,0.1066103448275862,10.172413793103448
prob02[516],0.462,6.35e-4,0.037,0.386,0.438,0.464,0.487,0.529,3307,1.001,0.11627793103448275,10.172413793103448
prob02[517],0.462,6.35e-4,0.037,0.386,0.438,0.464,0.487,0.529,3316,1.001,0.1259455172413793,10.172413793103448
prob02[518],0.462,6.35e-4,0.037,0.386,0.438,0.464,0.487,0.529,3326,1.001,0.13561310344827587,10.172413793103448
prob02[519],0.461,6.34e-4,0.037,0.386,0.438,0.464,0.487,0.529,3339,1.001,0.1452806896551724,10.172413793103448
prob02[520],0.461,6.34e-4,0.037,0.386,0.437,0.464,0.487,0.529,3354,1.001,0.15494827586206894,10.172413793103448
prob02[521],0.461,6.34e-4,0.037,0.385,0.437,0.463,0.487,0.529,3372,1.001,0.1646158620689655,10.172413793103448
prob02[522],0.461,6.33e-4,0.037,0.385,0.437,0.463,0.487,0.529,3392,1.001,0.17428344827586206,10.172413793103448
prob02[523],0.461,6.33e-4,0.037,0.385,0.437,0.463,0.487,0.529,3419,1.001,0.18395103448275862,10.172413793103448
prob02[524],0.461,6.32e-4,0.037,0.385,0.437,0.463,0.487,0.529,3455,1.001,0.19361862068965516,10.172413793103448
prob02[525],0.461,6.3e-4,0.037,0.384,0.437,0.463,0.487,0.53,3499,1.001,0.20328620689655172,10.172413793103448
prob02[526],0.461,6.28e-4,0.037,0.384,0.436,0.463,0.487,0.53,3548,1.001,0.21295379310344825,10.172413793103448
prob02[527],0.461,6.27e-4,0.038,0.383,0.436,0.463,0.487,0.531,3601,1.001,0.2226213793103448,10.172413793103448
prob02[528],0.461,6.25e-4,0.038,0.383,0.436,0.463,0.487,0.531,3658,1.001,0.23228896551724137,10.172413793103448
prob02[529],0.46,6.23e-4,0.038,0.382,0.436,0.463,0.487,0.531,3719,1.001,0.2419565517241379,10.172413793103448
prob02[530],0.46,6.21e-4,0.038,0.382,0.436,0.462,0.487,0.532,3784,1.001,0.25162413793103444,10.172413793103448
prob02[531],0.46,6.19e-4,0.038,0.381,0.435,0.462,0.487,0.532,3853,1.001,0.261291724137931,10.172413793103448
prob02[532],0.46,6.17e-4,0.039,0.38,0.435,0.462,0.486,0.532,3927,1.001,0.27095931034482756,10.172413793103448
prob02[533],0.46,6.16e-4,0.039,0.379,0.435,0.462,0.486,0.532,4005,1.001,0.2806268965517241,10.172413793103448
prob02[534],0.46,6.14e-4,0.039,0.379,0.435,0.462,0.486,0.533,4090,1.001,0.2902944827586207,10.172413793103448
prob02[535],0.46,6.12e-4,0.04,0.378,0.434,0.462,0.486,0.534,4180,1.001,0.29996206896551725,10.172413793103448
prob02[536],0.46,6.1e-4,0.04,0.377,0.434,0.462,0.486,0.534,4276,1.001,0.3096296551724138,10.172413793103448
prob02[537],0.46,6.07e-4,0.04,0.376,0.434,0.462,0.486,0.535,4377,1.001,0.3192972413793103,10.172413793103448
prob02[538],0.459,6.05e-4,0.041,0.375,0.434,0.462,0.486,0.535,4484,1.001,0.3289648275862069,10.172413793103448
prob02[539],0.459,6.01e-4,0.041,0.374,0.433,0.462,0.486,0.536,4633,1.001,0.33863241379310344,10.172413793103448
prob02[540],0.459,5.95e-4,0.041,0.373,0.433,0.462,0.486,0.536,4805,1.001,0.3483,10.172413793103448
prob02[541],0.465,5.09e-4,0.035,0.391,0.442,0.467,0.488,0.531,4793,1.001,0.06794,10.241379310344827
prob02[542],0.464,5.08e-4,0.035,0.391,0.442,0.466,0.488,0.53,4792,1.001,0.07760758620689655,10.241379310344827
prob02[543],0.464,5.07e-4,0.035,0.391,0.442,0.466,0.488,0.53,4795,1.001,0.0872751724137931,10.241379310344827
prob02[544],0.464,5.07e-4,0.035,0.391,0.442,0.466,0.488,0.53,4802,1.001,0.09694275862068966,10.241379310344827
prob02[545],0.464,5.06e-4,0.035,0.392,0.442,0.466,0.488,0.53,4811,1.001,0.1066103448275862,10.241379310344827
prob02[546],0.464,5.05e-4,0.035,0.392,0.441,0.466,0.488,0.53,4826,1.001,0.11627793103448275,10.241379310344827
prob02[547],0.464,5.05e-4,0.035,0.392,0.441,0.466,0.488,0.53,4843,1.001,0.1259455172413793,10.241379310344827
prob02[548],0.464,5.04e-4,0.035,0.392,0.441,0.466,0.488,0.53,4867,1.001,0.13561310344827587,10.241379310344827
prob02[549],0.464,5.03e-4,0.035,0.391,0.441,0.465,0.488,0.53,4895,1.001,0.1452806896551724,10.241379310344827
prob02[550],0.464,5.03e-4,0.035,0.391,0.441,0.465,0.488,0.53,4927,1.001,0.15494827586206894,10.241379310344827
prob02[551],0.464,5.02e-4,0.035,0.391,0.441,0.465,0.488,0.53,4963,1.001,0.1646158620689655,10.241379310344827
prob02[552],0.464,5.01e-4,0.035,0.39,0.44,0.465,0.488,0.53,5003,1.001,0.17428344827586206,10.241379310344827
prob02[553],0.464,5.01e-4,0.036,0.39,0.44,0.465,0.488,0.53,5046,1.001,0.18395103448275862,10.241379310344827
prob02[554],0.463,5.0e-4,0.036,0.39,0.44,0.465,0.488,0.53,5094,1.001,0.19361862068965516,10.241379310344827
prob02[555],0.463,5.0e-4,0.036,0.39,0.44,0.465,0.487,0.531,5146,1.001,0.20328620689655172,10.241379310344827
prob02[556],0.463,4.99e-4,0.036,0.389,0.44,0.465,0.488,0.531,5202,1.001,0.21295379310344825,10.241379310344827
prob02[557],0.463,4.99e-4,0.036,0.389,0.44,0.464,0.487,0.531,5268,1.001,0.2226213793103448,10.241379310344827
prob02[558],0.463,4.98e-4,0.036,0.388,0.439,0.464,0.487,0.532,5342,1.001,0.23228896551724137,10.241379310344827
prob02[559],0.463,4.97e-4,0.037,0.387,0.439,0.464,0.487,0.532,5420,1.001,0.2419565517241379,10.241379310344827
prob02[560],0.463,4.96e-4,0.037,0.387,0.439,0.464,0.487,0.532,5501,1.001,0.25162413793103444,10.241379310344827
prob02[561],0.463,4.96e-4,0.037,0.386,0.439,0.464,0.487,0.533,5585,1.001,0.261291724137931,10.241379310344827
prob02[562],0.463,4.95e-4,0.037,0.385,0.439,0.464,0.487,0.533,5685,1.001,0.27095931034482756,10.241379310344827
prob02[563],0.462,4.93e-4,0.038,0.385,0.438,0.464,0.487,0.534,5815,1.001,0.2806268965517241,10.241379310344827
prob02[564],0.462,4.91e-4,0.038,0.384,0.438,0.464,0.487,0.534,5953,1.001,0.2902944827586207,10.241379310344827
prob02[565],0.462,4.89e-4,0.038,0.383,0.438,0.464,0.487,0.534,6103,1.001,0.29996206896551725,10.241379310344827
prob02[566],0.462,4.88e-4,0.039,0.382,0.437,0.464,0.487,0.535,6243,1.001,0.3096296551724138,10.241379310344827
prob02[567],0.462,4.88e-4,0.039,0.381,0.437,0.464,0.487,0.536,6356,1.001,0.3192972413793103,10.241379310344827
prob02[568],0.462,4.88e-4,0.039,0.38,0.437,0.464,0.487,0.536,6473,1.001,0.3289648275862069,10.241379310344827
prob02[569],0.462,4.88e-4,0.04,0.379,0.436,0.463,0.487,0.537,6595,1.001,0.33863241379310344,10.241379310344827
prob02[570],0.462,4.88e-4,0.04,0.379,0.436,0.463,0.487,0.538,6722,1.001,0.3483,10.241379310344827
prob02[571],0.467,4.3e-4,0.035,0.396,0.445,0.469,0.49,0.533,6443,1.001,0.06794,10.310344827586206
prob02[572],0.467,4.29e-4,0.034,0.396,0.445,0.468,0.49,0.533,6454,1.001,0.07760758620689655,10.310344827586206
prob02[573],0.467,4.28e-4,0.034,0.396,0.445,0.468,0.49,0.533,6469,1.001,0.0872751724137931,10.310344827586206
prob02[574],0.467,4.27e-4,0.034,0.395,0.445,0.468,0.49,0.533,6488,1.001,0.09694275862068966,10.310344827586206
prob02[575],0.467,4.26e-4,0.034,0.395,0.445,0.468,0.49,0.533,6512,1.001,0.1066103448275862,10.310344827586206
prob02[576],0.467,4.25e-4,0.034,0.395,0.444,0.468,0.489,0.533,6539,1.001,0.11627793103448275,10.310344827586206
prob02[577],0.467,4.24e-4,0.034,0.395,0.444,0.468,0.489,0.532,6571,1.001,0.1259455172413793,10.310344827586206
prob02[578],0.466,4.24e-4,0.034,0.395,0.444,0.468,0.489,0.532,6608,1.001,0.13561310344827587,10.310344827586206
prob02[579],0.466,4.23e-4,0.034,0.395,0.444,0.467,0.489,0.532,6653,1.001,0.1452806896551724,10.310344827586206
prob02[580],0.466,4.22e-4,0.035,0.395,0.444,0.467,0.489,0.533,6706,1.001,0.15494827586206894,10.310344827586206
prob02[581],0.466,4.21e-4,0.035,0.395,0.444,0.467,0.489,0.533,6763,1.001,0.1646158620689655,10.310344827586206
prob02[582],0.466,4.2e-4,0.035,0.395,0.444,0.467,0.489,0.533,6825,1.001,0.17428344827586206,10.310344827586206
prob02[583],0.466,4.2e-4,0.035,0.395,0.443,0.467,0.489,0.533,6893,1.001,0.18395103448275862,10.310344827586206
prob02[584],0.466,4.19e-4,0.035,0.395,0.443,0.467,0.489,0.533,6965,1.001,0.19361862068965516,10.310344827586206
prob02[585],0.466,4.19e-4,0.035,0.394,0.443,0.467,0.489,0.533,7043,1.001,0.20328620689655172,10.310344827586206
prob02[586],0.466,4.18e-4,0.035,0.394,0.443,0.467,0.489,0.534,7126,1.001,0.21295379310344825,10.310344827586206
prob02[587],0.466,4.18e-4,0.035,0.393,0.443,0.467,0.489,0.534,7215,1.001,0.2226213793103448,10.310344827586206
prob02[588],0.465,4.17e-4,0.036,0.393,0.442,0.467,0.489,0.534,7309,1.001,0.23228896551724137,10.310344827586206
prob02[589],0.465,4.17e-4,0.036,0.392,0.442,0.466,0.489,0.534,7408,1.001,0.2419565517241379,10.310344827586206
prob02[590],0.465,4.17e-4,0.036,0.391,0.442,0.466,0.489,0.535,7513,1.001,0.25162413793103444,10.310344827586206
prob02[591],0.465,4.16e-4,0.036,0.39,0.442,0.466,0.489,0.535,7623,1.0,0.261291724137931,10.310344827586206
prob02[592],0.465,4.16e-4,0.037,0.39,0.442,0.466,0.489,0.536,7739,1.0,0.27095931034482756,10.310344827586206
prob02[593],0.465,4.16e-4,0.037,0.389,0.441,0.466,0.489,0.536,7860,1.0,0.2806268965517241,10.310344827586206
prob02[594],0.465,4.16e-4,0.037,0.388,0.441,0.466,0.489,0.536,7987,1.0,0.2902944827586207,10.310344827586206
prob02[595],0.465,4.16e-4,0.038,0.387,0.441,0.466,0.489,0.537,8119,1.0,0.29996206896551725,10.310344827586206
prob02[596],0.465,4.16e-4,0.038,0.387,0.441,0.466,0.489,0.537,8256,1.0,0.3096296551724138,10.310344827586206
prob02[597],0.464,4.17e-4,0.038,0.386,0.44,0.466,0.489,0.538,8399,1.0,0.3192972413793103,10.310344827586206
prob02[598],0.464,4.17e-4,0.039,0.385,0.44,0.466,0.489,0.539,8547,1.0,0.3289648275862069,10.310344827586206
prob02[599],0.464,4.17e-4,0.039,0.384,0.439,0.466,0.489,0.539,8700,1.0,0.33863241379310344,10.310344827586206
prob02[600],0.464,4.18e-4,0.039,0.383,0.439,0.466,0.489,0.54,8859,1.0,0.3483,10.310344827586206
prob02[601],0.469,3.77e-4,0.035,0.399,0.447,0.471,0.492,0.537,8425,1.0,0.06794,10.379310344827587
prob02[602],0.469,3.75e-4,0.035,0.399,0.447,0.471,0.492,0.537,8445,1.0,0.07760758620689655,10.379310344827587
prob02[603],0.469,3.74e-4,0.034,0.399,0.447,0.47,0.492,0.537,8470,1.0,0.0872751724137931,10.379310344827587
prob02[604],0.469,3.74e-4,0.034,0.399,0.447,0.47,0.492,0.536,8500,1.0,0.09694275862068966,10.379310344827587
prob02[605],0.469,3.73e-4,0.034,0.399,0.447,0.47,0.492,0.537,8534,1.0,0.1066103448275862,10.379310344827587
prob02[606],0.469,3.72e-4,0.034,0.399,0.447,0.47,0.492,0.536,8574,1.0,0.11627793103448275,10.379310344827587
prob02[607],0.469,3.71e-4,0.034,0.398,0.447,0.47,0.491,0.536,8619,1.0,0.1259455172413793,10.379310344827587
prob02[608],0.469,3.7e-4,0.034,0.399,0.447,0.47,0.491,0.537,8669,1.0,0.13561310344827587,10.379310344827587
prob02[609],0.469,3.7e-4,0.035,0.398,0.447,0.47,0.491,0.536,8721,1.0,0.1452806896551724,10.379310344827587
prob02[610],0.469,3.69e-4,0.035,0.398,0.446,0.47,0.491,0.536,8778,1.0,0.15494827586206894,10.379310344827587
prob02[611],0.469,3.69e-4,0.035,0.398,0.446,0.469,0.491,0.536,8840,1.0,0.1646158620689655,10.379310344827587
prob02[612],0.468,3.68e-4,0.035,0.398,0.446,0.469,0.491,0.536,8908,1.0,0.17428344827586206,10.379310344827587
prob02[613],0.468,3.68e-4,0.035,0.397,0.446,0.469,0.491,0.536,8982,1.0,0.18395103448275862,10.379310344827587
prob02[614],0.468,3.68e-4,0.035,0.397,0.446,0.469,0.491,0.537,9062,1.0,0.19361862068965516,10.379310344827587
prob02[615],0.468,3.67e-4,0.035,0.397,0.446,0.469,0.491,0.537,9148,1.0,0.20328620689655172,10.379310344827587
prob02[616],0.468,3.67e-4,0.035,0.396,0.445,0.469,0.491,0.537,9239,1.0,0.21295379310344825,10.379310344827587
prob02[617],0.468,3.67e-4,0.035,0.396,0.445,0.469,0.491,0.538,9336,1.0,0.2226213793103448,10.379310344827587
prob02[618],0.468,3.67e-4,0.036,0.395,0.445,0.469,0.491,0.538,9438,1.0,0.23228896551724137,10.379310344827587
prob02[619],0.468,3.67e-4,0.036,0.395,0.445,0.469,0.491,0.538,9542,1.0,0.2419565517241379,10.379310344827587
prob02[620],0.468,3.68e-4,0.036,0.394,0.445,0.469,0.491,0.539,9652,1.0,0.25162413793103444,10.379310344827587
prob02[621],0.468,3.68e-4,0.036,0.394,0.444,0.468,0.491,0.539,9768,1.0,0.261291724137931,10.379310344827587
prob02[622],0.467,3.68e-4,0.037,0.393,0.444,0.468,0.491,0.539,9889,1.0,0.27095931034482756,10.379310344827587
prob02[623],0.467,3.69e-4,0.037,0.393,0.444,0.468,0.491,0.54,10015,1.0,0.2806268965517241,10.379310344827587
prob02[624],0.467,3.69e-4,0.037,0.392,0.444,0.468,0.491,0.54,10148,1.0,0.2902944827586207,10.379310344827587
prob02[625],0.467,3.7e-4,0.038,0.391,0.443,0.468,0.491,0.541,10285,1.0,0.29996206896551725,10.379310344827587
prob02[626],0.467,3.71e-4,0.038,0.39,0.443,0.468,0.491,0.542,10428,1.0,0.3096296551724138,10.379310344827587
prob02[627],0.467,3.72e-4,0.038,0.39,0.443,0.468,0.491,0.543,10514,1.0,0.3192972413793103,10.379310344827587
prob02[628],0.467,3.75e-4,0.039,0.389,0.442,0.468,0.491,0.543,10562,1.0,0.3289648275862069,10.379310344827587
prob02[629],0.467,3.78e-4,0.039,0.388,0.442,0.468,0.492,0.544,10611,1.0,0.33863241379310344,10.379310344827587
prob02[630],0.466,3.81e-4,0.039,0.387,0.442,0.467,0.492,0.544,10660,1.0,0.3483,10.379310344827587
prob02[631],0.472,3.48e-4,0.035,0.401,0.449,0.473,0.495,0.543,10360,1.0,0.06794,10.448275862068966
prob02[632],0.472,3.47e-4,0.035,0.401,0.449,0.473,0.495,0.543,10362,1.0,0.07760758620689655,10.448275862068966
prob02[633],0.472,3.46e-4,0.035,0.401,0.449,0.473,0.495,0.542,10370,1.0,0.0872751724137931,10.448275862068966
prob02[634],0.472,3.46e-4,0.035,0.401,0.449,0.472,0.494,0.543,10381,1.0,0.09694275862068966,10.448275862068966
prob02[635],0.472,3.45e-4,0.035,0.401,0.449,0.472,0.494,0.542,10398,1.0,0.1066103448275862,10.448275862068966
prob02[636],0.472,3.45e-4,0.035,0.401,0.449,0.472,0.494,0.542,10420,1.0,0.11627793103448275,10.448275862068966
prob02[637],0.471,3.45e-4,0.035,0.401,0.449,0.472,0.494,0.542,10447,1.0,0.1259455172413793,10.448275862068966
prob02[638],0.471,3.45e-4,0.035,0.401,0.449,0.472,0.494,0.542,10479,1.0,0.13561310344827587,10.448275862068966
prob02[639],0.471,3.44e-4,0.035,0.4,0.448,0.472,0.494,0.541,10516,1.0,0.1452806896551724,10.448275862068966
prob02[640],0.471,3.44e-4,0.035,0.4,0.448,0.472,0.494,0.541,10559,1.0,0.15494827586206894,10.448275862068966
prob02[641],0.471,3.44e-4,0.035,0.4,0.448,0.472,0.494,0.541,10607,1.0,0.1646158620689655,10.448275862068966
prob02[642],0.471,3.44e-4,0.036,0.4,0.448,0.471,0.494,0.542,10660,1.0,0.17428344827586206,10.448275862068966
prob02[643],0.471,3.45e-4,0.036,0.4,0.448,0.471,0.494,0.542,10676,1.0,0.18395103448275862,10.448275862068966
prob02[644],0.471,3.46e-4,0.036,0.399,0.448,0.471,0.494,0.542,10690,1.0,0.19361862068965516,10.448275862068966
prob02[645],0.471,3.47e-4,0.036,0.399,0.448,0.471,0.494,0.542,10706,1.0,0.20328620689655172,10.448275862068966
prob02[646],0.471,3.48e-4,0.036,0.399,0.448,0.471,0.494,0.543,10724,1.0,0.21295379310344825,10.448275862068966
prob02[647],0.47,3.5e-4,0.036,0.398,0.447,0.471,0.494,0.543,10743,1.0,0.2226213793103448,10.448275862068966
prob02[648],0.47,3.51e-4,0.036,0.397,0.447,0.471,0.494,0.543,10764,1.0,0.23228896551724137,10.448275862068966
prob02[649],0.47,3.53e-4,0.037,0.397,0.447,0.471,0.494,0.544,10786,1.0,0.2419565517241379,10.448275862068966
prob02[650],0.47,3.54e-4,0.037,0.396,0.446,0.471,0.494,0.544,10810,1.0,0.25162413793103444,10.448275862068966
prob02[651],0.47,3.56e-4,0.037,0.395,0.446,0.471,0.494,0.544,10836,1.0,0.261291724137931,10.448275862068966
prob02[652],0.47,3.58e-4,0.037,0.395,0.446,0.47,0.494,0.544,10862,1.0,0.27095931034482756,10.448275862068966
prob02[653],0.47,3.6e-4,0.038,0.394,0.446,0.47,0.494,0.545,10890,1.0,0.2806268965517241,10.448275862068966
prob02[654],0.47,3.63e-4,0.038,0.394,0.445,0.47,0.494,0.546,10919,1.0,0.2902944827586207,10.448275862068966
prob02[655],0.47,3.65e-4,0.038,0.393,0.445,0.47,0.494,0.546,10950,1.0,0.29996206896551725,10.448275862068966
prob02[656],0.469,3.68e-4,0.039,0.392,0.445,0.47,0.494,0.547,10981,1.0,0.3096296551724138,10.448275862068966
prob02[657],0.469,3.7e-4,0.039,0.392,0.445,0.47,0.494,0.547,11013,1.0,0.3192972413793103,10.448275862068966
prob02[658],0.469,3.73e-4,0.039,0.391,0.444,0.47,0.494,0.548,11047,1.0,0.3289648275862069,10.448275862068966
prob02[659],0.469,3.76e-4,0.04,0.39,0.444,0.47,0.494,0.549,11081,1.0,0.33863241379310344,10.448275862068966
prob02[660],0.469,3.79e-4,0.04,0.389,0.443,0.469,0.495,0.55,11116,1.0,0.3483,10.448275862068966
prob02[661],0.474,3.49e-4,0.037,0.401,0.451,0.474,0.498,0.549,11180,1.0,0.06794,10.517241379310345
prob02[662],0.474,3.49e-4,0.037,0.401,0.45,0.474,0.498,0.55,11161,1.0,0.07760758620689655,10.517241379310345
prob02[663],0.474,3.48e-4,0.037,0.401,0.45,0.474,0.498,0.549,11147,1.0,0.0872751724137931,10.517241379310345
prob02[664],0.474,3.48e-4,0.037,0.401,0.45,0.474,0.498,0.549,11138,1.0,0.09694275862068966,10.517241379310345
prob02[665],0.474,3.48e-4,0.037,0.401,0.45,0.474,0.498,0.549,11132,1.0,0.1066103448275862,10.517241379310345
prob02[666],0.474,3.48e-4,0.037,0.401,0.45,0.474,0.498,0.549,11132,1.0,0.11627793103448275,10.517241379310345
prob02[667],0.474,3.48e-4,0.037,0.401,0.45,0.474,0.498,0.548,11136,1.0,0.1259455172413793,10.517241379310345
prob02[668],0.474,3.48e-4,0.037,0.401,0.45,0.474,0.497,0.548,11144,1.0,0.13561310344827587,10.517241379310345
prob02[669],0.474,3.49e-4,0.037,0.401,0.45,0.474,0.497,0.548,11139,1.0,0.1452806896551724,10.517241379310345
prob02[670],0.474,3.49e-4,0.037,0.4,0.45,0.474,0.497,0.548,11136,1.0,0.15494827586206894,10.517241379310345
prob02[671],0.474,3.5e-4,0.037,0.4,0.45,0.474,0.497,0.548,11134,1.0,0.1646158620689655,10.517241379310345
prob02[672],0.473,3.51e-4,0.037,0.4,0.449,0.474,0.497,0.548,11133,1.0,0.17428344827586206,10.517241379310345
prob02[673],0.473,3.52e-4,0.037,0.399,0.449,0.473,0.497,0.548,11135,1.0,0.18395103448275862,10.517241379310345
prob02[674],0.473,3.53e-4,0.037,0.399,0.449,0.473,0.497,0.548,11137,1.0,0.19361862068965516,10.517241379310345
prob02[675],0.473,3.54e-4,0.037,0.399,0.449,0.473,0.497,0.548,11141,1.0,0.20328620689655172,10.517241379310345
prob02[676],0.473,3.55e-4,0.038,0.398,0.449,0.473,0.497,0.549,11147,1.0,0.21295379310344825,10.517241379310345
prob02[677],0.473,3.57e-4,0.038,0.398,0.448,0.473,0.497,0.549,11154,1.0,0.2226213793103448,10.517241379310345
prob02[678],0.473,3.58e-4,0.038,0.397,0.448,0.473,0.497,0.549,11162,1.0,0.23228896551724137,10.517241379310345
prob02[679],0.473,3.6e-4,0.038,0.397,0.448,0.473,0.497,0.549,11172,1.0,0.2419565517241379,10.517241379310345
prob02[680],0.473,3.62e-4,0.038,0.396,0.448,0.473,0.497,0.55,11183,1.0,0.25162413793103444,10.517241379310345
prob02[681],0.472,3.64e-4,0.038,0.396,0.447,0.473,0.497,0.55,11195,1.0,0.261291724137931,10.517241379310345
prob02[682],0.472,3.66e-4,0.039,0.395,0.447,0.473,0.497,0.551,11208,1.0,0.27095931034482756,10.517241379310345
prob02[683],0.472,3.68e-4,0.039,0.395,0.447,0.473,0.497,0.551,11223,1.0,0.2806268965517241,10.517241379310345
prob02[684],0.472,3.7e-4,0.039,0.395,0.446,0.472,0.497,0.552,11239,1.0,0.2902944827586207,10.517241379310345
prob02[685],0.472,3.73e-4,0.04,0.394,0.446,0.472,0.497,0.553,11256,1.0,0.29996206896551725,10.517241379310345
prob02[686],0.472,3.75e-4,0.04,0.393,0.446,0.472,0.497,0.553,11274,1.0,0.3096296551724138,10.517241379310345
prob02[687],0.472,3.78e-4,0.04,0.392,0.446,0.472,0.497,0.553,11293,1.0,0.3192972413793103,10.517241379310345
prob02[688],0.472,3.81e-4,0.041,0.391,0.445,0.472,0.497,0.554,11314,1.0,0.3289648275862069,10.517241379310345
prob02[689],0.472,3.84e-4,0.041,0.391,0.445,0.472,0.497,0.555,11335,1.0,0.33863241379310344,10.517241379310345
prob02[690],0.471,3.87e-4,0.041,0.39,0.445,0.471,0.497,0.556,11357,1.0,0.3483,10.517241379310345
prob02[691],0.477,3.75e-4,0.039,0.4,0.451,0.476,0.502,0.557,10856,1.0,0.06794,10.586206896551724
prob02[692],0.477,3.75e-4,0.039,0.4,0.451,0.476,0.502,0.557,10808,1.0,0.07760758620689655,10.586206896551724
prob02[693],0.477,3.75e-4,0.039,0.4,0.451,0.476,0.502,0.557,10760,1.0,0.0872751724137931,10.586206896551724
prob02[694],0.477,3.76e-4,0.039,0.4,0.451,0.476,0.501,0.556,10715,1.0,0.09694275862068966,10.586206896551724
prob02[695],0.477,3.76e-4,0.039,0.4,0.451,0.476,0.501,0.556,10670,1.0,0.1066103448275862,10.586206896551724
prob02[696],0.476,3.77e-4,0.039,0.4,0.451,0.476,0.501,0.556,10628,1.0,0.11627793103448275,10.586206896551724
